33
 18.4352 -12.3806
 18.3632 -12.1846
 18.2388 -12.0555
 18.1999 -11.8965
 18.2260 -11.3853
 18.0302 -10.8637
 18.0938 -10.3273
 18.2925 -10.1236
 18.1180 -10.0041
 18.1393  -9.8438
 18.0622  -9.6688
 17.8973  -9.4956
 17.7007  -9.0995
 16.5471  -5.4652
 12.8158  -5.9327
 12.9602  -6.0883
 13.0248 -11.4423
 13.4303 -14.0342
 13.8322 -14.0829
 13.9678 -13.3012
 14.0956 -13.5032
 14.1293 -13.8976
 14.3443 -14.0902
 14.3078 -14.1656
 14.1768 -14.2512
 14.7529 -14.0344
 14.7542 -13.9627
 14.9277 -13.7787
 14.8159 -13.6483
 14.8503 -13.4084
 14.4843 -13.0512
 14.5064 -12.8539
 18.4352 -12.3806
60
  8.8036  -9.8888
  8.8753  -9.7396
  8.8225  -9.6222
  8.8738  -9.4271
  8.7997  -9.2515
  8.8256  -9.1574
  8.7504  -9.1745
  8.8030  -8.9969
  8.6815  -9.0585
  8.6885  -8.8460
  8.7600  -8.7886
  8.6615  -8.6346
  8.7109  -8.6109
  8.8894  -8.6361
  8.7754  -8.5753
  8.8858  -8.3926
  8.8745  -8.0808
  8.9687  -8.1025
  9.0272  -7.9047
  8.9593  -7.7994
  9.1607  -7.8113
  9.1543  -7.7412
  9.0461  -7.6591
  9.2852  -7.5259
  9.2573  -7.3976
  9.4959  -7.2640
  9.5222  -7.0173
  9.4550  -6.9228
  9.5051  -6.8367
  9.6066  -6.8483
  9.5754  -6.7805
  9.4807  -6.7488
  9.8661  -6.3469
  9.8416  -6.1864
 10.1024  -5.9673
  9.9919  -5.5319
  9.8832  -5.5128
 10.0115  -5.3971
 10.1022  -5.4800
 10.1833  -5.2998
 10.2790  -5.0258
 10.1732  -4.9641
 10.2157  -4.8887
 10.4474  -4.6711
 10.4320  -4.5929
 10.5484  -4.5397
 10.4369  -4.4097
  9.5011  -4.4956
  9.7353  -4.1373
  9.8058  -4.1000
  9.8708  -3.7885
  9.7862  -3.7565
  9.7047  -3.6020
  3.4418  -4.0890
  3.8100  -6.0180
  3.9673  -9.1640
  4.3507  -9.1236
  4.5450  -9.1722
  4.6076 -10.1127
  8.8036  -9.8888
40
-17.6281 -12.7416
-16.7173  -2.8484
-23.7283  -1.9862
-23.9514  -3.3653
-24.1186  -3.6500
-24.3619  -3.6029
-24.3682  -3.4795
-24.8086  -3.3601
-24.9488  -3.3998
-24.9927  -3.4760
-24.9442  -3.8047
-25.0270  -4.5679
-24.9677  -5.0729
-25.0869  -5.1885
-25.0953  -5.5804
-25.0247  -5.6829
-25.0656  -5.7291
-24.9082  -5.9272
-24.8627  -6.3681
-24.5641  -6.7207
-24.5638  -6.7819
-25.1200  -7.1473
-25.0994  -7.1809
-25.2443  -7.2934
-25.3012  -7.8134
-25.3832  -7.9549
-25.4628  -7.9759
-25.4538  -8.0278
-25.6542  -8.1648
-25.6952  -8.3339
-25.6389  -8.4250
-25.6945  -8.7491
-25.4675  -8.8535
-25.3930  -8.9470
-25.4154  -9.1601
-25.6188  -9.3786
-25.8346  -9.3589
-26.0086  -9.7276
-20.7222 -12.4444
-17.6281 -12.7416
121
-25.8346  -9.3589
-25.5536  -9.3463
-25.4154  -9.1601
-25.3930  -8.9470
-25.4675  -8.8535
-25.6945  -8.7491
-25.6389  -8.4250
-25.6952  -8.3339
-25.6542  -8.1648
-25.4538  -8.0278
-25.4628  -7.9759
-25.3012  -7.8134
-25.2443  -7.2934
-25.0994  -7.1809
-24.9868  -6.9899
-24.5638  -6.7819
-24.5949  -6.6444
-24.8627  -6.3681
-24.9082  -5.9272
-25.0656  -5.7291
-25.0130  -5.6540
-25.0953  -5.5804
-25.1010  -5.3415
-28.9208  -0.2150
-31.3409   3.0900
-30.0989   8.4149
-35.5410   9.8719
-35.6955   9.5470
-35.6115   9.2790
-35.5891   9.0219
-35.6351   9.0355
-35.7282   8.6674
-35.7979   8.5675
-35.8451   8.4074
-35.8861   8.4635
-35.9467   8.3704
-35.9222   8.1452
-36.5741   7.3378
-36.6148   7.2290
-36.5903   7.0590
-36.6519   6.9334
-36.3762   6.5242
-36.2610   6.0213
-36.1640   5.8621
-36.2237   5.4097
-36.3558   5.2064
-36.4040   4.9128
-36.3459   4.5153
-36.4654   4.3292
-36.0469   3.4293
-35.8403   3.1787
-35.8145   2.9556
-35.6601   2.6649
-35.7693   2.7371
-35.8045   2.5397
-35.8788   2.3525
-35.7435   2.4480
-35.1849   2.2284
-35.1569   2.4366
-34.8162   2.3405
-34.7179   2.1536
-35.0720   2.0694
-34.9561   1.9213
-35.0020   1.7385
-34.8421   1.4177
-34.7991   1.1811
-34.6838   1.0549
-35.1809   1.4363
-35.0961   1.7735
-35.2963   1.7901
-35.3331   1.5086
-35.4102   1.3751
-35.3407   1.2405
-35.3346   0.9898
-35.3957   0.7446
-35.1174   0.2328
-34.7500   0.0797
-34.6815  -0.0665
-34.8161  -0.4534
-35.0037  -0.4743
-35.0293  -0.6187
-35.0694  -0.6411
-35.0216  -1.0944
-34.7858  -1.3867
-34.4383  -2.1758
-34.3364  -2.4572
-34.1173  -2.8374
-33.9441  -2.8870
-33.9579  -3.1081
-34.0251  -3.2128
-33.8417  -3.4545
-33.7275  -3.4905
-33.7859  -4.0447
-33.8663  -4.1766
-33.8696  -4.3568
-33.9338  -4.5351
-33.7862  -4.6206
-33.6769  -4.8151
-33.0126  -4.9532
-32.6166  -5.1192
-32.2841  -5.2063
-32.1544  -5.3912
-31.8892  -5.8239
-31.7770  -5.8364
-31.4346  -6.0589
-30.9691  -6.1890
-30.9118  -6.5381
-30.9610  -6.6136
-30.7321  -6.7072
-30.4705  -6.7548
-29.6833  -7.7021
-29.4966  -8.4580
-29.5567  -8.6050
-29.5140  -8.7163
-29.5166  -8.8420
-29.3676  -8.8979
-29.3901  -8.9781
-29.4686  -8.9231
-29.4184  -9.0465
-29.4351  -9.1478
-25.8346  -9.3589
7
 -9.4523   3.6733
-14.5397   4.0449
-16.0328   4.1505
-16.7173  -2.8484
 -6.9592  -3.4105
 -6.8178   3.5721
 -9.4523   3.6733
21
 30.3309  10.9107
 30.6816   9.5743
 30.8147   9.4503
 30.5818   9.1619
 30.7515   9.0282
 31.0538   9.3397
 31.4829   9.6958
 31.4950   9.8350
 31.5412   9.8506
 31.5946   9.7667
 32.2514  10.1483
 32.3918  10.1062
 32.9293  10.4189
 32.8905  10.5536
 32.9328  10.6479
 32.5474  11.6569
 31.3160  11.2236
 31.3215  11.1568
 31.2436  11.1417
 31.2261  11.1926
 30.3309  10.9107
21
 29.0240   6.1573
 28.5922   5.9552
 28.5864   5.8884
 28.5320   5.8728
 29.3194   3.6711
 30.2063   3.9143
 30.1336   4.1031
 29.9242   4.0522
 29.9024   4.1017
 30.0012   4.2071
 29.9592   4.2277
 30.0080   4.2976
 30.1033   4.2694
 29.9924   4.4701
 29.6171   4.6132
 29.5465   4.7695
 29.3988   4.9246
 29.2090   5.2881
 28.9384   5.5167
 28.8963   5.8668
 29.0240   6.1573
111
 18.4352 -12.3806
 14.4974 -12.8549
 14.5229 -13.1487
 14.8799 -13.5069
 14.8227 -13.7083
 14.8459 -13.9828
 14.8096 -14.0584
 15.2549 -13.7001
 15.2518 -13.5269
 15.3402 -13.5972
 15.4105 -13.6713
 15.5541 -13.6850
 15.4281 -13.8233
 16.1688 -13.6441
 16.6883 -13.4762
 16.8476 -13.6110
 16.4589 -13.7004
 17.2957 -13.9269
 17.5131 -14.0217
 17.4092 -13.8297
 17.3023 -13.8325
 17.4692 -13.7392
 17.5848 -13.8162
 17.5277 -13.9172
 17.7533 -14.0125
 17.8485 -13.9894
 17.8842 -14.1200
 17.6176 -14.0714
 17.8841 -14.1921
 18.2258 -14.4886
 18.1762 -14.7223
 18.0411 -14.5125
 18.2102 -14.7792
 18.7457 -14.6061
 18.9091 -14.4903
 18.9344 -14.5502
 19.5816 -14.1506
 19.7098 -14.1019
 19.6211 -14.0400
 19.6707 -14.0131
 19.6254 -13.9470
 19.7908 -13.8404
 19.7823 -13.7799
 20.3032 -13.7781
 21.2320 -14.3828
 21.9276 -15.1457
 22.3171 -15.1914
 22.5415 -15.5249
 22.6240 -15.6478
 22.6477 -16.7338
 22.5836 -16.9222
 22.7527 -17.6414
 22.9358 -17.6879
 22.9207 -17.3957
 22.7738 -17.2088
 23.0468 -17.2419
 23.1705 -17.3901
 23.2488 -17.2962
 23.3207 -17.4100
 23.0745 -17.9403
 23.0878 -18.0316
 22.9638 -18.0715
 22.9674 -18.1642
 23.1601 -18.2736
 23.3946 -18.8053
 23.9477 -19.1979
 23.9137 -19.0874
 23.7831 -18.8974
 24.0989 -18.9448
 24.0054 -19.0208
 24.2024 -19.6544
 24.3068 -19.6613
 24.3105 -19.7543
 24.5031 -19.7906
 25.0347 -20.7130
 25.5183 -20.9056
 25.8183 -21.2633
 25.9506 -21.5187
 26.3477 -21.7464
 26.1597 -21.7740
 25.9537 -21.6658
 25.9840 -21.8734
 26.1342 -21.9881
 26.5441 -21.8430
 26.7372 -21.8476
 26.9212 -21.7350
 26.9216 -21.6702
 27.0719 -21.7124
 27.2998 -21.3276
 27.2816 -20.8948
 27.5088 -20.5088
 27.3341 -18.6546
 27.0877 -18.1308
 26.9859 -18.0844
 25.5179 -15.3363
 25.6335 -15.3594
 25.3460 -15.0251
 25.2275 -14.8770
 25.1308 -14.6273
 24.4602 -13.4843
 24.1384 -12.6104
 24.0504 -12.6254
 23.9519 -12.1028
 23.8362 -12.1115
 23.1471 -11.9961
 23.0382 -12.2142
 23.1486 -12.8272
 22.8906 -12.8069
 22.8331 -12.5120
 18.6627 -12.8047
 18.4352 -12.3806
64
 18.4084  -5.1587
 16.5471  -5.4652
 17.8973  -9.4956
 18.1025  -9.7154
 18.1180 -10.0041
 18.2925 -10.1236
 18.0938 -10.3273
 18.1007 -10.6786
 18.0302 -10.8637
 18.1089 -11.1849
 18.2269 -11.4575
 18.2432 -12.0874
 18.5724 -12.6111
 18.7308 -12.8477
 22.8331 -12.5120
 22.9713 -12.8561
 23.1486 -12.8272
 23.0339 -12.1306
 23.2463 -11.9483
 23.8000 -12.0661
 23.8776 -11.9370
 23.8429 -11.6797
 23.8471 -11.5943
 23.8029 -11.5486
 23.8353 -11.4804
 23.7333 -11.2551
 23.8441 -11.2672
 23.8660 -11.0313
 23.8002 -10.9158
 23.9540 -10.8686
 23.9875 -10.7466
 24.0596 -10.7449
 24.0711 -10.5088
 23.9922 -10.4712
 24.1436 -10.4129
 24.1361 -10.2132
 24.0681 -10.2364
 24.0256 -10.1482
 24.1619 -10.1126
 24.2390  -9.9400
 24.1321  -9.8431
 24.3014  -9.8346
 24.3617  -9.6758
 24.4603  -9.5303
 23.9422  -9.3390
 23.9248  -9.0470
 23.7849  -8.8181
 23.3704  -8.4515
 23.3312  -8.2358
 23.1909  -8.0939
